DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Austria,2022,2.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Austria,2023,2.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,1995,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,1996,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,1997,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,1998,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,1999,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2000,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2001,0.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2002,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2003,0.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2004,0.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2005,0.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2006,0.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2007,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2008,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2009,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2010,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2011,0.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2012,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2013,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2014,0.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2015,0.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2016,0.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2017,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2018,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2019,0.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2020,0.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2021,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2022,0.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Belgium,2023,0.5,p,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,1995,0.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,1996,0.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,1997,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,1998,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,1999,3.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2000,3.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2001,3.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2002,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2003,2.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2004,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2005,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2006,2.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2007,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2008,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2009,3.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2010,3.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2011,2.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2012,2.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2013,2.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2014,2.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2015,2.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2016,1.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2017,1.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2018,1.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2019,1.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2020,2.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2021,1.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2022,1.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Bulgaria,2023,2.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,1995,1.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,1996,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,1997,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,1998,0.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,1999,0.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2000,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2001,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2002,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2003,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2004,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2005,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2006,0.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2007,0.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2008,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2009,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2010,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2011,1.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2012,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2013,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2014,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2015,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2016,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2017,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2018,0.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2019,1.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2020,1.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2021,1.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2022,1.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Switzerland,2023,1.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,1995,4.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,1996,4.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,1997,4.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,1998,2.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,1999,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2000,2.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2001,2.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2002,3.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2003,3.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2004,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2005,2.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2006,2.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2007,2.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2008,2.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2009,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2010,3.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2011,3.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2012,2.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2013,2.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2014,1.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2015,1.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2016,2.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2017,2.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2018,4.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2019,2.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2020,2.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2021,2.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2022,1.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Cyprus,2023,2.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,1995,3.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,1996,3.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,1997,3.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,1998,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,1999,3.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2000,3.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2001,3.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2002,4.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2003,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2004,2.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2005,3.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2006,3.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2007,3.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2008,4.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2009,4.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2010,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2011,3.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2012,4.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2013,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2014,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2015,3.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2016,3.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2017,3.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2018,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2019,3.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2020,3.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2021,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2022,3.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Estonia,2023,4.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,1995,3.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,1996,3.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,1997,3.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,1998,4.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,1999,4.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2000,3.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2001,4.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2002,3.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2003,5.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2004,4.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2005,3.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2006,4.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2007,3.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2008,4.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),Central government,Total,Gross fixed capital formation,Greece,2009,4.6,,
