DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2001,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2002,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2003,2.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2004,0.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2005,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2006,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2007,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2008,3.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2009,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2010,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2011,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2012,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2013,0.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2014,0.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2015,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2016,0.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2017,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2018,0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2019,0.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2020,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2021,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2022,8.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2023,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Denmark,2024,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,1.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,3.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,2.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,0.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,1.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,8.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,5.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),1997,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),1998,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),1999,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2000,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2001,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2002,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2003,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2004,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2006,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2007,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2008,3.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2009,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2010,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2011,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2012,2.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2013,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2014,0.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2015,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2016,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2017,1.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2018,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2019,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2020,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2021,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2022,8.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2023,5.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area - 19 countries  (2015-2022),2024,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2001,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2002,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2003,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2004,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2006,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2007,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2008,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2009,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2010,1.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2011,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2012,2.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2013,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2014,0.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2015,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2016,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2017,1.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2018,1.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2019,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2020,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2021,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2022,8.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2023,5.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Euro area – 20 countries (from 2023),2024,2.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,1996,19.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,1997,9.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,1998,8.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,1999,3.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2000,3.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2001,5.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2002,3.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2003,1.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2004,3.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2005,4.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2006,4.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2007,6.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2008,10.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2009,0.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2010,2.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2011,5.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2012,4.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2013,3.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2014,0.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2015,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2016,0.8,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2017,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2018,3.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2019,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2020,-0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2021,4.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2022,19.4,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2023,9.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Estonia,2024,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997,1.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998,1.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999,1.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000,1.9,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003,2.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004,2.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006,2.2,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007,2.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2008,3.7,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2009,1.0,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2010,2.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2011,3.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2012,2.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2013,1.5,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2014,0.6,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2015,0.1,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2016,0.3,,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2017,1.7,,
